"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2010","1,257.88","1,259.44","1,261.09","1,256.32","","-0.15%"
"12/29/2010","1,259.78","1,258.78","1,262.60","1,258.78","","0.10%"
"12/28/2010","1,258.51","1,259.10","1,259.90","1,256.22","","0.08%"
"12/27/2010","1,257.54","1,254.66","1,258.43","1,251.48","","0.06%"
"12/23/2010","1,256.77","1,257.53","1,258.59","1,254.05","","-0.16%"
"12/22/2010","1,258.84","1,254.94","1,259.39","1,254.94","","0.34%"
"12/21/2010","1,254.60","1,249.43","1,255.82","1,249.43","","0.60%"
"12/20/2010","1,247.08","1,245.76","1,250.20","1,241.51","","0.25%"
"12/17/2010","1,243.91","1,243.63","1,245.81","1,239.87","","0.08%"
"12/16/2010","1,242.87","1,236.34","1,243.75","1,232.85","","0.62%"
"12/15/2010","1,235.23","1,241.58","1,244.25","1,234.01","","-0.51%"
"12/14/2010","1,241.59","1,241.84","1,246.59","1,238.17","","0.09%"
"12/13/2010","1,240.46","1,242.52","1,246.73","1,240.34","","0.00%"
"12/10/2010","1,240.40","1,233.85","1,240.40","1,232.58","","0.60%"
"12/09/2010","1,233.00","1,230.14","1,234.71","1,226.85","","0.38%"
"12/08/2010","1,228.28","1,225.02","1,228.93","1,219.50","","0.37%"
"12/07/2010","1,223.75","1,227.25","1,235.05","1,223.25","","0.05%"
"12/06/2010","1,223.12","1,223.87","1,225.80","1,220.67","","-0.13%"
"12/03/2010","1,224.71","1,219.93","1,225.57","1,216.82","","0.26%"
"12/02/2010","1,221.53","1,206.81","1,221.89","1,206.81","","1.28%"
"12/01/2010","1,206.07","1,186.60","1,207.61","1,186.60","","2.16%"
"11/30/2010","1,180.55","1,182.96","1,187.40","1,174.14","","-0.61%"
"11/29/2010","1,187.76","1,189.08","1,190.34","1,173.64","","-0.14%"
"11/26/2010","1,189.40","1,194.16","1,194.16","1,186.93","","-0.75%"
"11/24/2010","1,198.35","1,183.70","1,198.62","1,183.70","","1.49%"
"11/23/2010","1,180.73","1,192.51","1,192.51","1,176.91","","-1.43%"
"11/22/2010","1,197.84","1,198.07","1,198.94","1,184.58","","-0.16%"
"11/19/2010","1,199.73","1,196.12","1,199.97","1,189.44","","0.25%"
"11/18/2010","1,196.69","1,183.75","1,200.29","1,183.75","","1.54%"
"11/17/2010","1,178.59","1,178.33","1,183.56","1,175.82","","0.02%"
"11/16/2010","1,178.34","1,194.79","1,194.79","1,173.00","","-1.62%"
"11/15/2010","1,197.75","1,200.44","1,207.43","1,197.15","","-0.12%"
"11/12/2010","1,199.21","1,209.07","1,210.50","1,194.08","","-1.18%"
"11/11/2010","1,213.54","1,213.04","1,215.45","1,204.49","","-0.42%"
"11/10/2010","1,218.71","1,213.14","1,218.75","1,204.33","","0.44%"
"11/09/2010","1,213.40","1,223.59","1,226.84","1,208.94","","-0.81%"
"11/08/2010","1,223.25","1,223.24","1,224.57","1,217.55","","-0.21%"
"11/05/2010","1,225.85","1,221.20","1,227.08","1,220.29","","0.39%"
"11/04/2010","1,221.06","1,198.34","1,221.25","1,198.34","","1.93%"
"11/03/2010","1,197.96","1,193.79","1,198.30","1,183.56","","0.37%"
"11/02/2010","1,193.57","1,187.86","1,195.88","1,187.86","","0.78%"
"11/01/2010","1,184.38","1,185.71","1,195.81","1,177.65","","0.09%"
"10/29/2010","1,183.26","1,183.87","1,185.46","1,179.70","","-0.04%"
"10/28/2010","1,183.78","1,184.47","1,189.53","1,177.10","","0.11%"
"10/27/2010","1,182.45","1,183.84","1,183.84","1,171.70","","-0.27%"
"10/26/2010","1,185.64","1,184.88","1,187.11","1,177.72","","0.00%"
"10/25/2010","1,185.62","1,184.74","1,196.14","1,184.74","","0.21%"
"10/22/2010","1,183.08","1,180.52","1,183.93","1,178.99","","0.24%"
"10/21/2010","1,180.26","1,179.82","1,189.43","1,171.17","","0.18%"
"10/20/2010","1,178.17","1,166.74","1,182.94","1,166.74","","1.05%"
"10/19/2010","1,165.90","1,178.64","1,178.64","1,159.71","","-1.59%"
"10/18/2010","1,184.71","1,176.83","1,185.53","1,174.55","","0.72%"
"10/15/2010","1,176.19","1,177.47","1,181.20","1,167.12","","0.20%"
"10/14/2010","1,173.81","1,177.82","1,178.89","1,166.71","","-0.36%"
"10/13/2010","1,178.10","1,171.32","1,184.38","1,171.32","","0.71%"
"10/12/2010","1,169.77","1,164.28","1,172.58","1,155.71","","0.38%"
"10/11/2010","1,165.32","1,165.32","1,168.68","1,162.02","","0.01%"
"10/08/2010","1,165.15","1,158.36","1,167.73","1,155.58","","0.61%"
"10/07/2010","1,158.06","1,161.57","1,163.87","1,151.41","","-0.16%"
"10/06/2010","1,159.97","1,159.81","1,162.33","1,154.85","","-0.07%"
"10/05/2010","1,160.75","1,140.68","1,162.76","1,140.68","","2.09%"
"10/04/2010","1,137.03","1,144.96","1,148.16","1,131.87","","-0.80%"
"10/01/2010","1,146.24","1,143.49","1,150.30","1,139.42","","0.44%"
"09/30/2010","1,141.20","1,145.97","1,157.16","1,136.08","","-0.31%"
"09/29/2010","1,144.73","1,146.75","1,148.63","1,140.26","","-0.26%"
"09/28/2010","1,147.70","1,142.31","1,150.00","1,132.09","","0.49%"
"09/27/2010","1,142.16","1,148.64","1,149.92","1,142.00","","-0.57%"
"09/24/2010","1,148.67","1,131.69","1,148.90","1,131.69","","2.12%"
"09/23/2010","1,124.83","1,131.10","1,136.77","1,122.79","","-0.83%"
"09/22/2010","1,134.28","1,139.49","1,144.38","1,131.58","","-0.48%"
"09/21/2010","1,139.78","1,142.82","1,148.59","1,136.22","","-0.26%"
"09/20/2010","1,142.71","1,126.57","1,144.86","1,126.57","","1.52%"
"09/17/2010","1,125.59","1,126.39","1,131.47","1,122.43","","0.08%"
"09/16/2010","1,124.66","1,123.89","1,125.44","1,118.88","","-0.04%"
"09/15/2010","1,125.07","1,119.43","1,126.46","1,114.63","","0.35%"
"09/14/2010","1,121.10","1,121.16","1,127.36","1,115.58","","-0.07%"
"09/13/2010","1,121.90","1,113.38","1,123.87","1,113.38","","1.11%"
"09/10/2010","1,109.55","1,104.57","1,110.88","1,103.92","","0.49%"
"09/09/2010","1,104.18","1,101.15","1,110.27","1,101.15","","0.48%"
"09/08/2010","1,098.87","1,092.36","1,103.26","1,092.36","","0.64%"
"09/07/2010","1,091.84","1,102.60","1,102.60","1,091.15","","-1.15%"
"09/03/2010","1,104.51","1,093.61","1,105.10","1,093.61","","1.32%"
"09/02/2010","1,090.10","1,080.66","1,090.10","1,080.39","","0.91%"
"09/01/2010","1,080.29","1,049.72","1,081.30","1,049.72","","2.95%"
"08/31/2010","1,049.33","1,046.88","1,055.14","1,040.88","","0.04%"
"08/30/2010","1,048.92","1,062.90","1,064.40","1,048.79","","-1.47%"
"08/27/2010","1,064.59","1,049.27","1,065.21","1,039.70","","1.66%"
"08/26/2010","1,047.22","1,056.28","1,061.45","1,045.40","","-0.77%"
"08/25/2010","1,055.33","1,048.98","1,059.38","1,039.83","","0.33%"
"08/24/2010","1,051.87","1,063.20","1,063.20","1,046.68","","-1.45%"
"08/23/2010","1,067.36","1,073.36","1,081.58","1,067.08","","-0.40%"
"08/20/2010","1,071.69","1,075.63","1,075.63","1,063.91","","-0.37%"
"08/19/2010","1,075.63","1,092.44","1,092.44","1,070.66","","-1.69%"
"08/18/2010","1,094.16","1,092.08","1,099.77","1,085.76","","0.15%"
"08/17/2010","1,092.54","1,081.16","1,100.14","1,081.16","","1.22%"
"08/16/2010","1,079.38","1,077.49","1,082.62","1,069.49","","0.01%"
"08/13/2010","1,079.25","1,082.22","1,086.25","1,079.00","","-0.40%"
"08/12/2010","1,083.61","1,081.48","1,086.72","1,076.69","","-0.54%"
"08/11/2010","1,089.47","1,116.89","1,116.89","1,088.55","","-2.82%"
"08/10/2010","1,121.06","1,122.92","1,127.16","1,111.58","","-0.60%"
"08/09/2010","1,127.79","1,122.80","1,129.24","1,120.91","","0.55%"
"08/06/2010","1,121.64","1,122.07","1,123.06","1,107.17","","-0.37%"
"08/05/2010","1,125.81","1,125.78","1,126.56","1,118.81","","-0.13%"
"08/04/2010","1,127.24","1,121.06","1,128.75","1,119.46","","0.61%"
"08/03/2010","1,120.46","1,125.34","1,125.44","1,116.76","","-0.48%"
"08/02/2010","1,125.86","1,107.53","1,127.30","1,107.53","","2.20%"
"07/30/2010","1,101.60","1,098.44","1,106.44","1,088.01","","0.01%"
"07/29/2010","1,101.53","1,108.07","1,115.90","1,092.82","","-0.42%"
"07/28/2010","1,106.13","1,112.84","1,114.66","1,103.11","","-0.69%"
"07/27/2010","1,113.84","1,117.36","1,120.95","1,109.78","","-0.10%"
"07/26/2010","1,115.01","1,102.89","1,115.01","1,101.30","","1.12%"
"07/23/2010","1,102.66","1,092.17","1,103.73","1,087.88","","0.82%"
"07/22/2010","1,093.67","1,072.14","1,097.50","1,072.14","","2.25%"
"07/21/2010","1,069.59","1,086.67","1,088.96","1,065.25","","-1.28%"
"07/20/2010","1,083.48","1,064.53","1,083.94","1,056.88","","1.14%"
"07/19/2010","1,071.25","1,066.85","1,074.70","1,061.11","","0.60%"
"07/16/2010","1,064.88","1,093.85","1,093.85","1,063.32","","-2.88%"
"07/15/2010","1,096.48","1,094.46","1,098.66","1,080.53","","0.12%"
"07/14/2010","1,095.17","1,095.61","1,099.08","1,087.68","","-0.02%"
"07/13/2010","1,095.34","1,080.65","1,099.46","1,080.65","","1.54%"
"07/12/2010","1,078.75","1,077.23","1,080.78","1,070.45","","0.07%"
"07/09/2010","1,077.96","1,070.50","1,078.16","1,068.10","","0.72%"
"07/08/2010","1,070.25","1,062.92","1,071.25","1,058.24","","0.94%"
"07/07/2010","1,060.27","1,028.54","1,060.89","1,028.54","","3.13%"
"07/06/2010","1,028.06","1,028.09","1,042.50","1,018.35","","0.54%"
"07/02/2010","1,022.58","1,027.65","1,032.95","1,015.93","","-0.47%"
"07/01/2010","1,027.37","1,031.10","1,033.58","1,010.91","","-0.32%"
"06/30/2010","1,030.71","1,040.56","1,048.08","1,028.33","","-1.01%"
"06/29/2010","1,041.24","1,071.10","1,071.10","1,035.18","","-3.10%"
"06/28/2010","1,074.57","1,077.50","1,082.60","1,071.45","","-0.20%"
"06/25/2010","1,076.76","1,075.10","1,083.56","1,067.89","","0.29%"
"06/24/2010","1,073.69","1,090.93","1,090.93","1,071.60","","-1.68%"
"06/23/2010","1,092.04","1,095.57","1,099.64","1,085.31","","-0.30%"
"06/22/2010","1,095.31","1,113.90","1,118.50","1,094.18","","-1.61%"
"06/21/2010","1,113.20","1,122.79","1,131.23","1,108.24","","-0.39%"
"06/18/2010","1,117.51","1,116.16","1,121.01","1,113.93","","0.13%"
"06/17/2010","1,116.04","1,115.98","1,117.72","1,105.87","","0.13%"
"06/16/2010","1,114.61","1,114.02","1,118.74","1,107.13","","-0.06%"
"06/15/2010","1,115.23","1,091.21","1,115.59","1,091.21","","2.35%"
"06/14/2010","1,089.63","1,095.00","1,105.91","1,089.03","","-0.18%"
"06/11/2010","1,091.60","1,082.65","1,092.25","1,077.12","","0.44%"
"06/10/2010","1,086.84","1,058.77","1,087.85","1,058.77","","2.95%"
"06/09/2010","1,055.69","1,062.75","1,077.74","1,052.25","","-0.59%"
"06/08/2010","1,062.00","1,050.81","1,063.15","1,042.17","","1.10%"
"06/07/2010","1,050.47","1,065.84","1,071.36","1,049.86","","-1.35%"
"06/04/2010","1,064.88","1,098.43","1,098.43","1,060.50","","-3.44%"
"06/03/2010","1,102.83","1,098.82","1,105.67","1,091.81","","0.41%"
"06/02/2010","1,098.38","1,073.01","1,098.56","1,072.03","","2.58%"
"06/01/2010","1,070.71","1,087.30","1,094.77","1,069.89","","-1.72%"
"05/28/2010","1,089.41","1,102.59","1,102.59","1,084.78","","-1.24%"
"05/27/2010","1,103.06","1,074.27","1,103.52","1,074.27","","3.29%"
"05/26/2010","1,067.95","1,075.51","1,090.75","1,065.59","","-0.57%"
"05/25/2010","1,074.03","1,067.42","1,074.75","1,040.78","","0.04%"
"05/24/2010","1,073.65","1,084.78","1,089.95","1,072.70","","-1.29%"
"05/21/2010","1,087.69","1,067.26","1,090.16","1,055.90","","1.50%"
"05/20/2010","1,071.59","1,107.34","1,107.34","1,071.58","","-3.90%"
"05/19/2010","1,115.05","1,119.57","1,124.27","1,100.66","","-0.51%"
"05/18/2010","1,120.80","1,138.78","1,148.66","1,117.20","","-1.42%"
"05/17/2010","1,136.94","1,136.52","1,141.88","1,114.96","","0.11%"
"05/14/2010","1,135.68","1,157.19","1,157.19","1,126.14","","-1.88%"
"05/13/2010","1,157.44","1,170.04","1,173.57","1,156.14","","-1.21%"
"05/12/2010","1,171.67","1,155.43","1,172.87","1,155.43","","1.37%"
"05/11/2010","1,155.79","1,156.39","1,170.48","1,147.71","","-0.34%"
"05/10/2010","1,159.73","1,122.27","1,163.85","1,122.27","","4.40%"
"05/07/2010","1,110.88","1,127.04","1,135.13","1,094.15","","-1.53%"
"05/06/2010","1,128.15","1,164.38","1,167.58","1,065.79","","-3.24%"
"05/05/2010","1,165.87","1,169.24","1,175.95","1,158.15","","-0.66%"
"05/04/2010","1,173.60","1,197.50","1,197.50","1,168.12","","-2.38%"
"05/03/2010","1,202.26","1,188.58","1,205.13","1,188.58","","1.31%"
"04/30/2010","1,186.69","1,206.77","1,207.99","1,186.32","","-1.66%"
"04/29/2010","1,206.78","1,193.30","1,209.36","1,193.30","","1.29%"
"04/28/2010","1,191.36","1,184.59","1,195.05","1,181.81","","0.65%"
"04/27/2010","1,183.71","1,209.92","1,211.38","1,181.62","","-2.34%"
"04/26/2010","1,212.05","1,217.07","1,219.80","1,211.07","","-0.43%"
"04/23/2010","1,217.28","1,207.87","1,217.28","1,205.10","","0.71%"
"04/22/2010","1,208.67","1,202.52","1,210.27","1,190.19","","0.23%"
"04/21/2010","1,205.94","1,207.16","1,210.99","1,198.85","","-0.10%"
"04/20/2010","1,207.17","1,199.04","1,208.58","1,199.04","","0.81%"
"04/19/2010","1,197.52","1,192.06","1,197.87","1,183.68","","0.45%"
"04/16/2010","1,192.13","1,210.17","1,210.17","1,186.77","","-1.61%"
"04/15/2010","1,211.67","1,210.77","1,213.92","1,208.50","","0.08%"
"04/14/2010","1,210.65","1,198.69","1,210.65","1,198.69","","1.12%"
"04/13/2010","1,197.30","1,195.94","1,199.04","1,188.82","","0.07%"
"04/12/2010","1,196.48","1,194.94","1,199.20","1,194.71","","0.18%"
"04/09/2010","1,194.37","1,187.47","1,194.66","1,187.15","","0.67%"
"04/08/2010","1,186.44","1,181.75","1,188.55","1,175.12","","0.34%"
"04/07/2010","1,182.45","1,188.23","1,189.60","1,177.25","","-0.59%"
"04/06/2010","1,189.44","1,186.01","1,191.80","1,182.77","","0.17%"
"04/05/2010","1,187.44","1,178.71","1,187.73","1,178.71","","0.79%"
"04/01/2010","1,178.10","1,171.23","1,181.43","1,170.69","","0.74%"
"03/31/2010","1,169.43","1,171.75","1,174.56","1,165.77","","-0.33%"
"03/30/2010","1,173.27","1,173.75","1,177.83","1,168.92","","0.00%"
"03/29/2010","1,173.22","1,167.71","1,174.85","1,167.71","","0.57%"
"03/26/2010","1,166.59","1,167.58","1,173.93","1,161.48","","0.07%"
"03/25/2010","1,165.73","1,170.03","1,180.69","1,165.09","","-0.17%"
"03/24/2010","1,167.72","1,172.70","1,173.04","1,166.01","","-0.55%"
"03/23/2010","1,174.17","1,166.47","1,174.72","1,163.83","","0.72%"
"03/22/2010","1,165.81","1,157.25","1,167.82","1,152.88","","0.51%"
"03/19/2010","1,159.90","1,166.68","1,169.20","1,155.33","","-0.51%"
"03/18/2010","1,165.83","1,166.13","1,167.77","1,161.16","","-0.03%"
"03/17/2010","1,166.21","1,159.94","1,169.84","1,159.94","","0.58%"
"03/16/2010","1,159.46","1,150.83","1,160.28","1,150.35","","0.78%"
"03/15/2010","1,150.51","1,148.53","1,150.98","1,141.45","","0.05%"
"03/12/2010","1,149.99","1,151.71","1,153.41","1,146.97","","-0.02%"
"03/11/2010","1,150.24","1,143.96","1,150.24","1,138.99","","0.40%"
"03/10/2010","1,145.61","1,140.22","1,148.26","1,140.09","","0.45%"
"03/09/2010","1,140.45","1,137.56","1,145.37","1,134.90","","0.17%"
"03/08/2010","1,138.50","1,138.40","1,141.05","1,136.77","","-0.02%"
"03/05/2010","1,138.70","1,125.12","1,139.38","1,125.12","","1.40%"
"03/04/2010","1,122.97","1,119.12","1,123.73","1,116.66","","0.37%"
"03/03/2010","1,118.79","1,119.36","1,125.64","1,116.58","","0.04%"
"03/02/2010","1,118.31","1,117.01","1,123.46","1,116.51","","0.23%"
"03/01/2010","1,115.71","1,105.36","1,116.11","1,105.36","","1.02%"
"02/26/2010","1,104.49","1,103.10","1,107.24","1,097.56","","0.14%"
"02/25/2010","1,102.94","1,101.24","1,103.50","1,086.02","","-0.21%"
"02/24/2010","1,105.24","1,095.89","1,106.42","1,095.50","","0.97%"
"02/23/2010","1,094.60","1,107.49","1,108.58","1,092.18","","-1.21%"
"02/22/2010","1,108.01","1,110.00","1,112.29","1,105.38","","-0.10%"
"02/19/2010","1,109.17","1,105.49","1,112.42","1,100.80","","0.22%"
"02/18/2010","1,106.75","1,099.03","1,108.24","1,097.48","","0.66%"
"02/17/2010","1,099.51","1,096.14","1,101.03","1,094.72","","0.42%"
"02/16/2010","1,094.87","1,079.13","1,095.67","1,079.13","","1.80%"
"02/12/2010","1,075.51","1,075.95","1,077.81","1,062.97","","-0.27%"
"02/11/2010","1,078.47","1,067.10","1,080.04","1,060.59","","0.97%"
"02/10/2010","1,068.13","1,069.68","1,073.67","1,059.34","","-0.22%"
"02/09/2010","1,070.52","1,060.06","1,079.28","1,060.06","","1.30%"
"02/08/2010","1,056.74","1,065.51","1,071.20","1,056.51","","-0.89%"
"02/05/2010","1,066.19","1,064.12","1,067.13","1,044.50","","0.29%"
"02/04/2010","1,063.11","1,097.25","1,097.25","1,062.78","","-3.11%"
"02/03/2010","1,097.28","1,100.67","1,102.72","1,093.97","","-0.55%"
"02/02/2010","1,103.32","1,090.05","1,104.73","1,087.96","","1.30%"
"02/01/2010","1,089.19","1,073.89","1,089.38","1,073.89","","1.43%"
"01/29/2010","1,073.87","1,087.61","1,096.45","1,071.59","","-0.98%"
"01/28/2010","1,084.53","1,096.93","1,100.22","1,078.46","","-1.18%"
"01/27/2010","1,097.50","1,091.94","1,099.51","1,083.11","","0.49%"
"01/26/2010","1,092.17","1,095.80","1,103.69","1,089.86","","-0.42%"
"01/25/2010","1,096.78","1,092.40","1,102.97","1,092.40","","0.46%"
"01/22/2010","1,091.76","1,115.49","1,115.49","1,090.18","","-2.21%"
"01/21/2010","1,116.48","1,138.68","1,141.58","1,114.84","","-1.89%"
"01/20/2010","1,138.04","1,147.95","1,147.95","1,129.25","","-1.06%"
"01/19/2010","1,150.23","1,136.03","1,150.45","1,135.77","","1.25%"
"01/15/2010","1,136.03","1,147.72","1,147.77","1,131.39","","-1.08%"
"01/14/2010","1,148.46","1,145.68","1,150.41","1,143.80","","0.24%"
"01/13/2010","1,145.68","1,137.31","1,148.40","1,133.18","","0.83%"
"01/12/2010","1,136.22","1,143.81","1,143.81","1,131.77","","-0.94%"
"01/11/2010","1,146.98","1,145.96","1,149.74","1,142.02","","0.17%"
"01/08/2010","1,144.98","1,140.52","1,145.39","1,136.22","","0.29%"
"01/07/2010","1,141.69","1,136.27","1,142.46","1,131.32","","0.40%"
"01/06/2010","1,137.14","1,135.71","1,139.19","1,133.95","","0.05%"
"01/05/2010","1,136.52","1,132.66","1,136.63","1,129.66","","0.31%"
"01/04/2010","1,132.99","1,116.56","1,133.87","1,116.56","","1.60%"
"12/31/2009","1,115.10","1,126.60","1,127.64","1,114.81","","-1.00%"
"12/30/2009","1,126.42","1,125.53","1,126.42","1,121.94","","0.02%"
"12/29/2009","1,126.20","1,128.55","1,130.38","1,126.08","","-0.14%"
"12/28/2009","1,127.78","1,127.53","1,130.38","1,123.51","","0.12%"
"12/24/2009","1,126.48","1,121.08","1,126.48","1,121.08","","0.53%"
"12/23/2009","1,120.59","1,118.84","1,121.58","1,116.00","","0.23%"
"12/22/2009","1,118.02","1,114.51","1,120.27","1,114.51","","0.36%"
"12/21/2009","1,114.05","1,105.31","1,117.68","1,105.31","","1.05%"
"12/18/2009","1,102.47","1,097.86","1,103.74","1,093.88","","0.58%"
"12/17/2009","1,096.08","1,106.36","1,106.36","1,095.88","","-1.18%"
"12/16/2009","1,109.18","1,108.61","1,116.21","1,107.96","","0.11%"
"12/15/2009","1,107.93","1,114.11","1,114.11","1,105.35","","-0.55%"
"12/14/2009","1,114.11","1,107.84","1,114.76","1,107.84","","0.70%"
"12/11/2009","1,106.41","1,103.96","1,108.50","1,101.34","","0.37%"
"12/10/2009","1,102.35","1,098.69","1,106.25","1,098.69","","0.58%"
"12/09/2009","1,095.95","1,091.07","1,097.04","1,085.89","","0.37%"
"12/08/2009","1,091.94","1,103.04","1,103.04","1,088.61","","-1.03%"
"12/07/2009","1,103.25","1,105.52","1,110.72","1,100.83","","-0.25%"
"12/04/2009","1,105.98","1,100.43","1,119.13","1,096.52","","0.55%"
"12/03/2009","1,099.92","1,110.59","1,117.28","1,098.74","","-0.84%"
"12/02/2009","1,109.24","1,109.03","1,115.58","1,105.29","","0.03%"
"12/01/2009","1,108.86","1,098.89","1,112.28","1,098.89","","1.21%"
"11/30/2009","1,095.63","1,091.07","1,097.24","1,086.25","","0.38%"
"11/27/2009","1,091.49","1,105.47","1,105.47","1,083.74","","-1.72%"
"11/25/2009","1,110.63","1,106.49","1,111.18","1,104.75","","0.45%"
"11/24/2009","1,105.65","1,105.83","1,107.56","1,097.63","","-0.05%"
"11/23/2009","1,106.24","1,094.86","1,112.38","1,094.86","","1.36%"
"11/20/2009","1,091.38","1,094.66","1,094.66","1,086.81","","-0.32%"
"11/19/2009","1,094.90","1,106.44","1,106.44","1,088.40","","-1.34%"
"11/18/2009","1,109.80","1,109.44","1,111.10","1,102.70","","-0.05%"
"11/17/2009","1,110.32","1,109.22","1,110.52","1,102.19","","0.09%"
"11/16/2009","1,109.30","1,094.13","1,113.69","1,094.13","","1.45%"
"11/13/2009","1,093.48","1,087.59","1,097.79","1,085.33","","0.57%"
"11/12/2009","1,087.24","1,098.31","1,101.97","1,084.90","","-1.03%"
"11/11/2009","1,098.51","1,096.04","1,105.37","1,093.81","","0.50%"
"11/10/2009","1,093.01","1,091.86","1,096.42","1,087.40","","-0.01%"
"11/09/2009","1,093.08","1,072.31","1,093.19","1,072.31","","2.22%"
"11/06/2009","1,069.30","1,064.95","1,071.48","1,059.32","","0.25%"
"11/05/2009","1,066.63","1,047.30","1,066.65","1,047.30","","1.92%"
"11/04/2009","1,046.50","1,047.14","1,061.00","1,045.15","","0.10%"
"11/03/2009","1,045.41","1,040.92","1,046.36","1,033.94","","0.24%"
"11/02/2009","1,042.88","1,036.18","1,052.18","1,029.38","","0.65%"
"10/30/2009","1,036.19","1,065.41","1,065.41","1,033.38","","-2.81%"
"10/29/2009","1,066.11","1,043.69","1,066.83","1,043.69","","2.25%"
"10/28/2009","1,042.63","1,061.51","1,063.26","1,042.19","","-1.95%"
"10/27/2009","1,063.41","1,067.54","1,072.48","1,060.62","","-0.33%"
"10/26/2009","1,066.95","1,080.36","1,091.75","1,065.23","","-1.17%"
"10/23/2009","1,079.60","1,095.62","1,095.83","1,075.49","","-1.22%"
"10/22/2009","1,092.91","1,080.96","1,095.21","1,074.31","","1.06%"
"10/21/2009","1,081.40","1,090.36","1,101.36","1,080.77","","-0.89%"
"10/20/2009","1,091.06","1,098.64","1,098.64","1,086.16","","-0.62%"
"10/19/2009","1,097.91","1,088.22","1,100.17","1,086.48","","0.94%"
"10/16/2009","1,087.68","1,094.67","1,094.67","1,081.53","","-0.81%"
"10/15/2009","1,096.56","1,090.36","1,096.56","1,086.41","","0.42%"
"10/14/2009","1,092.02","1,078.68","1,093.17","1,078.68","","1.75%"
"10/13/2009","1,073.19","1,074.96","1,075.30","1,066.71","","-0.28%"
"10/12/2009","1,076.19","1,071.63","1,079.46","1,071.63","","0.44%"
"10/09/2009","1,071.49","1,065.28","1,071.51","1,063.00","","0.56%"
"10/08/2009","1,065.48","1,060.03","1,070.67","1,060.03","","0.75%"
"10/07/2009","1,057.58","1,053.65","1,058.02","1,050.10","","0.27%"
"10/06/2009","1,054.72","1,042.02","1,060.55","1,042.02","","1.37%"
"10/05/2009","1,040.46","1,026.87","1,042.58","1,025.92","","1.49%"
"10/02/2009","1,025.21","1,029.71","1,030.60","1,019.95","","-0.45%"
"10/01/2009","1,029.85","1,054.91","1,054.91","1,029.45","","-2.58%"
"09/30/2009","1,057.08","1,061.02","1,063.40","1,046.47","","-0.33%"
"09/29/2009","1,060.61","1,063.69","1,069.62","1,057.83","","-0.22%"
"09/28/2009","1,062.98","1,045.38","1,065.13","1,045.38","","1.78%"
"09/25/2009","1,044.38","1,049.48","1,053.47","1,041.17","","-0.61%"
"09/24/2009","1,050.78","1,062.56","1,066.29","1,045.85","","-0.95%"
"09/23/2009","1,060.87","1,072.69","1,080.15","1,060.39","","-1.01%"
"09/22/2009","1,071.66","1,066.35","1,073.81","1,066.35","","0.66%"
"09/21/2009","1,064.66","1,067.14","1,067.28","1,057.46","","-0.34%"
"09/18/2009","1,068.30","1,066.60","1,071.52","1,064.27","","0.26%"
"09/17/2009","1,065.49","1,067.87","1,074.77","1,061.20","","-0.31%"
"09/16/2009","1,068.76","1,053.99","1,068.76","1,052.87","","1.53%"
"09/15/2009","1,052.63","1,049.03","1,056.04","1,043.42","","0.31%"
"09/14/2009","1,049.34","1,040.15","1,049.74","1,035.00","","0.63%"
"09/11/2009","1,042.73","1,043.92","1,048.18","1,038.40","","-0.14%"
"09/10/2009","1,044.14","1,032.99","1,044.14","1,028.04","","1.04%"
"09/09/2009","1,033.37","1,025.36","1,036.34","1,023.97","","0.78%"
"09/08/2009","1,025.39","1,018.67","1,026.07","1,018.67","","0.88%"
"09/04/2009","1,016.40","1,003.84","1,016.48","1,001.65","","1.31%"
"09/03/2009","1,003.24","996.12","1,003.43","992.25","","0.85%"
"09/02/2009","994.75","996.07","1,000.34","991.97","","-0.33%"
"09/01/2009","998.04","1,019.52","1,028.45","996.28","","-2.21%"
"08/31/2009","1,020.62","1,025.21","1,025.21","1,014.62","","-0.81%"
"08/28/2009","1,028.93","1,031.62","1,039.47","1,023.13","","-0.20%"
"08/27/2009","1,030.98","1,027.81","1,033.33","1,016.20","","0.28%"
"08/26/2009","1,028.12","1,027.35","1,032.47","1,021.57","","0.01%"
"08/25/2009","1,028.00","1,026.63","1,037.75","1,026.21","","0.24%"
"08/24/2009","1,025.57","1,026.59","1,035.82","1,022.48","","-0.05%"
"08/21/2009","1,026.13","1,009.06","1,027.59","1,009.06","","1.86%"
"08/20/2009","1,007.37","996.41","1,008.92","996.39","","1.09%"
"08/19/2009","996.46","986.88","999.61","980.62","","0.69%"
"08/18/2009","989.67","980.62","991.20","980.62","","1.01%"
"08/17/2009","979.73","998.18","998.18","978.51","","-2.43%"
"08/14/2009","1,004.09","1,012.23","1,012.60","994.60","","-0.85%"
"08/13/2009","1,012.73","1,005.86","1,013.14","1,000.82","","0.69%"
"08/12/2009","1,005.81","994.00","1,012.78","993.36","","1.15%"
"08/11/2009","994.35","1,005.77","1,005.77","992.40","","-1.27%"
"08/10/2009","1,007.10","1,008.89","1,010.12","1,000.99","","-0.33%"
"08/07/2009","1,010.48","999.83","1,018.00","999.83","","1.34%"
"08/06/2009","997.08","1,004.06","1,008.00","992.49","","-0.56%"
"08/05/2009","1,002.72","1,005.41","1,006.64","994.31","","-0.29%"
"08/04/2009","1,005.65","1,001.41","1,007.12","996.68","","0.30%"
